AgtId,Agt,PP,PPName,PAX_Hyperlink,PDF_Hyperlink,PAX_Local_Hyperlink,local_search
2242,Taliban MoU with department of Helmand on education,168,Afghanistan Islamic-Emirates-intra-Afghan ,https://www.peaceagreements.org/view/2242,https://www.peaceagreements.org/viewmasterdocument/2242,https://www.peaceagreements.org/lview/2242,https://www.peaceagreements.org/lsearchadv?LocalSearchForm%5Bname%5D=&LocalSearchForm%5Bdate_after%5D=&LocalSearchForm%5Bdate_before%5D=&LocalSearchForm%5Bactor_mode%5D=any&LocalSearchForm%5Blink_nat_process_status%5D=all&LocalSearchForm%5Bmediator_status%5D=all&LocalSearchForm%5Bmediator_type_mode%5D=any&LocalSearchForm%5Blocale_name%5D=&LocalSearchForm%5Bcategory_mode%5D=any&LocalSearchForm%5Bagreement_text%5D=&LocalSearchForm%5Bpeace_process%5D%5B%5D=168&LocalSearchForm%5Bversion%5D=&s=Search+Database
1210,Decisions on Mostar of 12 February 1997,125,Bosnia peace process,https://www.peaceagreements.org/view/1210,https://www.peaceagreements.org/viewmasterdocument/1210,https://www.peaceagreements.org/lview/1210,https://www.peaceagreements.org/lsearchadv?LocalSearchForm%5Bname%5D=&LocalSearchForm%5Bdate_after%5D=&LocalSearchForm%5Bdate_before%5D=&LocalSearchForm%5Bactor_mode%5D=any&LocalSearchForm%5Blink_nat_process_status%5D=all&LocalSearchForm%5Bmediator_status%5D=all&LocalSearchForm%5Bmediator_type_mode%5D=any&LocalSearchForm%5Blocale_name%5D=&LocalSearchForm%5Bcategory_mode%5D=any&LocalSearchForm%5Bagreement_text%5D=&LocalSearchForm%5Bpeace_process%5D%5B%5D=125&LocalSearchForm%5Bversion%5D=&s=Search+Database
1644,Agreement on the disarmament of the able-bodied population in the Zepa enclave,128,Bosnia Local peace processes,https://www.peaceagreements.org/view/1644,https://www.peaceagreements.org/viewmasterdocument/1644,https://www.peaceagreements.org/lview/1644,https://www.peaceagreements.org/lsearchadv?LocalSearchForm%5Bname%5D=&LocalSearchForm%5Bdate_after%5D=&LocalSearchForm%5Bdate_before%5D=&LocalSearchForm%5Bactor_mode%5D=any&LocalSearchForm%5Blink_nat_process_status%5D=all&LocalSearchForm%5Bmediator_status%5D=all&LocalSearchForm%5Bmediator_type_mode%5D=any&LocalSearchForm%5Blocale_name%5D=&LocalSearchForm%5Bcategory_mode%5D=any&LocalSearchForm%5Bagreement_text%5D=&LocalSearchForm%5Bpeace_process%5D%5B%5D=128&LocalSearchForm%5Bversion%5D=&s=Search+Database
1850,Agreement ,125,Bosnia peace process,https://www.peaceagreements.org/view/1850,https://www.peaceagreements.org/viewmasterdocument/1850,https://www.peaceagreements.org/lview/1850,https://www.peaceagreements.org/lsearchadv?LocalSearchForm%5Bname%5D=&LocalSearchForm%5Bdate_after%5D=&LocalSearchForm%5Bdate_before%5D=&LocalSearchForm%5Bactor_mode%5D=any&LocalSearchForm%5Blink_nat_process_status%5D=all&LocalSearchForm%5Bmediator_status%5D=all&LocalSearchForm%5Bmediator_type_mode%5D=any&LocalSearchForm%5Blocale_name%5D=&LocalSearchForm%5Bcategory_mode%5D=any&LocalSearchForm%5Bagreement_text%5D=&LocalSearchForm%5Bpeace_process%5D%5B%5D=125&LocalSearchForm%5Bversion%5D=&s=Search+Database
1297,Declaration,128,Bosnia Local peace processes,https://www.peaceagreements.org/view/1297,https://www.peaceagreements.org/viewmasterdocument/1297,https://www.peaceagreements.org/lview/1297,https://www.peaceagreements.org/lsearchadv?LocalSearchForm%5Bname%5D=&LocalSearchForm%5Bdate_after%5D=&LocalSearchForm%5Bdate_before%5D=&LocalSearchForm%5Bactor_mode%5D=any&LocalSearchForm%5Blink_nat_process_status%5D=all&LocalSearchForm%5Bmediator_status%5D=all&LocalSearchForm%5Bmediator_type_mode%5D=any&LocalSearchForm%5Blocale_name%5D=&LocalSearchForm%5Bcategory_mode%5D=any&LocalSearchForm%5Bagreement_text%5D=&LocalSearchForm%5Bpeace_process%5D%5B%5D=128&LocalSearchForm%5Bversion%5D=&s=Search+Database
1569,Joint Statement,128,Bosnia Local peace processes,https://www.peaceagreements.org/view/1569,https://www.peaceagreements.org/viewmasterdocument/1569,https://www.peaceagreements.org/lview/1569,https://www.peaceagreements.org/lsearchadv?LocalSearchForm%5Bname%5D=&LocalSearchForm%5Bdate_after%5D=&LocalSearchForm%5Bdate_before%5D=&LocalSearchForm%5Bactor_mode%5D=any&LocalSearchForm%5Blink_nat_process_status%5D=all&LocalSearchForm%5Bmediator_status%5D=all&LocalSearchForm%5Bmediator_type_mode%5D=any&LocalSearchForm%5Blocale_name%5D=&LocalSearchForm%5Bcategory_mode%5D=any&LocalSearchForm%5Bagreement_text%5D=&LocalSearchForm%5Bpeace_process%5D%5B%5D=128&LocalSearchForm%5Bversion%5D=&s=Search+Database
1612,"Agreement between the HVO Santici and representatives of the Muslim people of Ahmici, concluded at the home of Nenad Santic on 22 October 1992",128,Bosnia Local peace processes,https://www.peaceagreements.org/view/1612,https://www.peaceagreements.org/viewmasterdocument/1612,https://www.peaceagreements.org/lview/1612,https://www.peaceagreements.org/lsearchadv?LocalSearchForm%5Bname%5D=&LocalSearchForm%5Bdate_after%5D=&LocalSearchForm%5Bdate_before%5D=&LocalSearchForm%5Bactor_mode%5D=any&LocalSearchForm%5Blink_nat_process_status%5D=all&LocalSearchForm%5Bmediator_status%5D=all&LocalSearchForm%5Bmediator_type_mode%5D=any&LocalSearchForm%5Blocale_name%5D=&LocalSearchForm%5Bcategory_mode%5D=any&LocalSearchForm%5Bagreement_text%5D=&LocalSearchForm%5Bpeace_process%5D%5B%5D=128&LocalSearchForm%5Bversion%5D=&s=Search+Database
1611,Announcement (Ceasefire for Vitez municipality),125,Bosnia peace process,https://www.peaceagreements.org/view/1611,https://www.peaceagreements.org/viewmasterdocument/1611,https://www.peaceagreements.org/lview/1611,https://www.peaceagreements.org/lsearchadv?LocalSearchForm%5Bname%5D=&LocalSearchForm%5Bdate_after%5D=&LocalSearchForm%5Bdate_before%5D=&LocalSearchForm%5Bactor_mode%5D=any&LocalSearchForm%5Blink_nat_process_status%5D=all&LocalSearchForm%5Bmediator_status%5D=all&LocalSearchForm%5Bmediator_type_mode%5D=any&LocalSearchForm%5Blocale_name%5D=&LocalSearchForm%5Bcategory_mode%5D=any&LocalSearchForm%5Bagreement_text%5D=&LocalSearchForm%5Bpeace_process%5D%5B%5D=125&LocalSearchForm%5Bversion%5D=&s=Search+Database
1608,Protocol,128,Bosnia Local peace processes,https://www.peaceagreements.org/view/1608,https://www.peaceagreements.org/viewmasterdocument/1608,https://www.peaceagreements.org/lview/1608,https://www.peaceagreements.org/lsearchadv?LocalSearchForm%5Bname%5D=&LocalSearchForm%5Bdate_after%5D=&LocalSearchForm%5Bdate_before%5D=&LocalSearchForm%5Bactor_mode%5D=any&LocalSearchForm%5Blink_nat_process_status%5D=all&LocalSearchForm%5Bmediator_status%5D=all&LocalSearchForm%5Bmediator_type_mode%5D=any&LocalSearchForm%5Blocale_name%5D=&LocalSearchForm%5Bcategory_mode%5D=any&LocalSearchForm%5Bagreement_text%5D=&LocalSearchForm%5Bpeace_process%5D%5B%5D=128&LocalSearchForm%5Bversion%5D=&s=Search+Database
1587,Protocol (Ilidza Ceasefire),125,Bosnia peace process,https://www.peaceagreements.org/view/1587,https://www.peaceagreements.org/viewmasterdocument/1587,https://www.peaceagreements.org/lview/1587,https://www.peaceagreements.org/lsearchadv?LocalSearchForm%5Bname%5D=&LocalSearchForm%5Bdate_after%5D=&LocalSearchForm%5Bdate_before%5D=&LocalSearchForm%5Bactor_mode%5D=any&LocalSearchForm%5Blink_nat_process_status%5D=all&LocalSearchForm%5Bmediator_status%5D=all&LocalSearchForm%5Bmediator_type_mode%5D=any&LocalSearchForm%5Blocale_name%5D=&LocalSearchForm%5Bcategory_mode%5D=any&LocalSearchForm%5Bagreement_text%5D=&LocalSearchForm%5Bpeace_process%5D%5B%5D=125&LocalSearchForm%5Bversion%5D=&s=Search+Database
2033,"Social contract between farmers and pastoralists in the commune Rugombo, Cibitoke province, Burundi",148,Burundi: Local Process,https://www.peaceagreements.org/view/2033,https://www.peaceagreements.org/viewmasterdocument/2033,https://www.peaceagreements.org/lview/2033,https://www.peaceagreements.org/lsearchadv?LocalSearchForm%5Bname%5D=&LocalSearchForm%5Bdate_after%5D=&LocalSearchForm%5Bdate_before%5D=&LocalSearchForm%5Bactor_mode%5D=any&LocalSearchForm%5Blink_nat_process_status%5D=all&LocalSearchForm%5Bmediator_status%5D=all&LocalSearchForm%5Bmediator_type_mode%5D=any&LocalSearchForm%5Blocale_name%5D=&LocalSearchForm%5Bcategory_mode%5D=any&LocalSearchForm%5Bagreement_text%5D=&LocalSearchForm%5Bpeace_process%5D%5B%5D=148&LocalSearchForm%5Bversion%5D=&s=Search+Database
2034,"Contract of peaceful cohabitation (neighbourhood Teza ii of Kamenge), Burundi ",148,Burundi: Local Process,https://www.peaceagreements.org/view/2034,https://www.peaceagreements.org/viewmasterdocument/2034,https://www.peaceagreements.org/lview/2034,https://www.peaceagreements.org/lsearchadv?LocalSearchForm%5Bname%5D=&LocalSearchForm%5Bdate_after%5D=&LocalSearchForm%5Bdate_before%5D=&LocalSearchForm%5Bactor_mode%5D=any&LocalSearchForm%5Blink_nat_process_status%5D=all&LocalSearchForm%5Bmediator_status%5D=all&LocalSearchForm%5Bmediator_type_mode%5D=any&LocalSearchForm%5Blocale_name%5D=&LocalSearchForm%5Bcategory_mode%5D=any&LocalSearchForm%5Bagreement_text%5D=&LocalSearchForm%5Bpeace_process%5D%5B%5D=148&LocalSearchForm%5Bversion%5D=&s=Search+Database
2371,"Reconciliation pact between the North-Eastern communities (Vakaga, Bamingui-Bangoran, Haute-Kotto)",155,CAR: Local Processes,https://www.peaceagreements.org/view/2371,https://www.peaceagreements.org/viewmasterdocument/2371,https://www.peaceagreements.org/lview/2371,https://www.peaceagreements.org/lsearchadv?LocalSearchForm%5Bname%5D=&LocalSearchForm%5Bdate_after%5D=&LocalSearchForm%5Bdate_before%5D=&LocalSearchForm%5Bactor_mode%5D=any&LocalSearchForm%5Blink_nat_process_status%5D=all&LocalSearchForm%5Bmediator_status%5D=all&LocalSearchForm%5Bmediator_type_mode%5D=any&LocalSearchForm%5Blocale_name%5D=&LocalSearchForm%5Bcategory_mode%5D=any&LocalSearchForm%5Bagreement_text%5D=&LocalSearchForm%5Bpeace_process%5D%5B%5D=155&LocalSearchForm%5Bversion%5D=&s=Search+Database
2372,Non-aggression and peaceful cohabitation pact between the disputing parties from Bamingui-Bangoran,155,CAR: Local Processes,https://www.peaceagreements.org/view/2372,https://www.peaceagreements.org/viewmasterdocument/2372,https://www.peaceagreements.org/lview/2372,https://www.peaceagreements.org/lsearchadv?LocalSearchForm%5Bname%5D=&LocalSearchForm%5Bdate_after%5D=&LocalSearchForm%5Bdate_before%5D=&LocalSearchForm%5Bactor_mode%5D=any&LocalSearchForm%5Blink_nat_process_status%5D=all&LocalSearchForm%5Bmediator_status%5D=all&LocalSearchForm%5Bmediator_type_mode%5D=any&LocalSearchForm%5Blocale_name%5D=&LocalSearchForm%5Bcategory_mode%5D=any&LocalSearchForm%5Bagreement_text%5D=&LocalSearchForm%5Bpeace_process%5D%5B%5D=155&LocalSearchForm%5Bversion%5D=&s=Search+Database
2319,Accord de Ouadda,155,CAR: Local Processes,https://www.peaceagreements.org/view/2319,https://www.peaceagreements.org/viewmasterdocument/2319,https://www.peaceagreements.org/lview/2319,https://www.peaceagreements.org/lsearchadv?LocalSearchForm%5Bname%5D=&LocalSearchForm%5Bdate_after%5D=&LocalSearchForm%5Bdate_before%5D=&LocalSearchForm%5Bactor_mode%5D=any&LocalSearchForm%5Blink_nat_process_status%5D=all&LocalSearchForm%5Bmediator_status%5D=all&LocalSearchForm%5Bmediator_type_mode%5D=any&LocalSearchForm%5Blocale_name%5D=&LocalSearchForm%5Bcategory_mode%5D=any&LocalSearchForm%5Bagreement_text%5D=&LocalSearchForm%5Bpeace_process%5D%5B%5D=155&LocalSearchForm%5Bversion%5D=&s=Search+Database
2327,Joint Press Release,155,CAR: Local Processes,https://www.peaceagreements.org/view/2327,https://www.peaceagreements.org/viewmasterdocument/2327,https://www.peaceagreements.org/lview/2327,https://www.peaceagreements.org/lsearchadv?LocalSearchForm%5Bname%5D=&LocalSearchForm%5Bdate_after%5D=&LocalSearchForm%5Bdate_before%5D=&LocalSearchForm%5Bactor_mode%5D=any&LocalSearchForm%5Blink_nat_process_status%5D=all&LocalSearchForm%5Bmediator_status%5D=all&LocalSearchForm%5Bmediator_type_mode%5D=any&LocalSearchForm%5Blocale_name%5D=&LocalSearchForm%5Bcategory_mode%5D=any&LocalSearchForm%5Bagreement_text%5D=&LocalSearchForm%5Bpeace_process%5D%5B%5D=155&LocalSearchForm%5Bversion%5D=&s=Search+Database
2417,“Procés Verbal” of the Kara-Goula meeting,155,CAR: Local Processes,https://www.peaceagreements.org/view/2417,https://www.peaceagreements.org/viewmasterdocument/2417,https://www.peaceagreements.org/lview/2417,https://www.peaceagreements.org/lsearchadv?LocalSearchForm%5Bname%5D=&LocalSearchForm%5Bdate_after%5D=&LocalSearchForm%5Bdate_before%5D=&LocalSearchForm%5Bactor_mode%5D=any&LocalSearchForm%5Blink_nat_process_status%5D=all&LocalSearchForm%5Bmediator_status%5D=all&LocalSearchForm%5Bmediator_type_mode%5D=any&LocalSearchForm%5Blocale_name%5D=&LocalSearchForm%5Bcategory_mode%5D=any&LocalSearchForm%5Bagreement_text%5D=&LocalSearchForm%5Bpeace_process%5D%5B%5D=155&LocalSearchForm%5Bversion%5D=&s=Search+Database
2349,Recommendations of the Round Table on the Free Movement of People and Goods in Nana Gribizi,155,CAR: Local Processes,https://www.peaceagreements.org/view/2349,https://www.peaceagreements.org/viewmasterdocument/2349,https://www.peaceagreements.org/lview/2349,https://www.peaceagreements.org/lsearchadv?LocalSearchForm%5Bname%5D=&LocalSearchForm%5Bdate_after%5D=&LocalSearchForm%5Bdate_before%5D=&LocalSearchForm%5Bactor_mode%5D=any&LocalSearchForm%5Blink_nat_process_status%5D=all&LocalSearchForm%5Bmediator_status%5D=all&LocalSearchForm%5Bmediator_type_mode%5D=any&LocalSearchForm%5Blocale_name%5D=&LocalSearchForm%5Bcategory_mode%5D=any&LocalSearchForm%5Bagreement_text%5D=&LocalSearchForm%5Bpeace_process%5D%5B%5D=155&LocalSearchForm%5Bversion%5D=&s=Search+Database
2329,Commitment note ,155,CAR: Local Processes,https://www.peaceagreements.org/view/2329,https://www.peaceagreements.org/viewmasterdocument/2329,https://www.peaceagreements.org/lview/2329,https://www.peaceagreements.org/lsearchadv?LocalSearchForm%5Bname%5D=&LocalSearchForm%5Bdate_after%5D=&LocalSearchForm%5Bdate_before%5D=&LocalSearchForm%5Bactor_mode%5D=any&LocalSearchForm%5Blink_nat_process_status%5D=all&LocalSearchForm%5Bmediator_status%5D=all&LocalSearchForm%5Bmediator_type_mode%5D=any&LocalSearchForm%5Blocale_name%5D=&LocalSearchForm%5Bcategory_mode%5D=any&LocalSearchForm%5Bagreement_text%5D=&LocalSearchForm%5Bpeace_process%5D%5B%5D=155&LocalSearchForm%5Bversion%5D=&s=Search+Database
2352,Declaration of the Inclusive Intra and Inter-Communal Reconciliation Forum in Haute Kotto,155,CAR: Local Processes,https://www.peaceagreements.org/view/2352,https://www.peaceagreements.org/viewmasterdocument/2352,https://www.peaceagreements.org/lview/2352,https://www.peaceagreements.org/lsearchadv?LocalSearchForm%5Bname%5D=&LocalSearchForm%5Bdate_after%5D=&LocalSearchForm%5Bdate_before%5D=&LocalSearchForm%5Bactor_mode%5D=any&LocalSearchForm%5Blink_nat_process_status%5D=all&LocalSearchForm%5Bmediator_status%5D=all&LocalSearchForm%5Bmediator_type_mode%5D=any&LocalSearchForm%5Blocale_name%5D=&LocalSearchForm%5Bcategory_mode%5D=any&LocalSearchForm%5Bagreement_text%5D=&LocalSearchForm%5Bpeace_process%5D%5B%5D=155&LocalSearchForm%5Bversion%5D=&s=Search+Database
2351,Confidence Measures between the 6 armed Groups of Haute Kotto,155,CAR: Local Processes,https://www.peaceagreements.org/view/2351,https://www.peaceagreements.org/viewmasterdocument/2351,https://www.peaceagreements.org/lview/2351,https://www.peaceagreements.org/lsearchadv?LocalSearchForm%5Bname%5D=&LocalSearchForm%5Bdate_after%5D=&LocalSearchForm%5Bdate_before%5D=&LocalSearchForm%5Bactor_mode%5D=any&LocalSearchForm%5Blink_nat_process_status%5D=all&LocalSearchForm%5Bmediator_status%5D=all&LocalSearchForm%5Bmediator_type_mode%5D=any&LocalSearchForm%5Blocale_name%5D=&LocalSearchForm%5Bcategory_mode%5D=any&LocalSearchForm%5Bagreement_text%5D=&LocalSearchForm%5Bpeace_process%5D%5B%5D=155&LocalSearchForm%5Bversion%5D=&s=Search+Database
2350,Commitment between the 6 Armed Groups of Haute Kotto,155,CAR: Local Processes,https://www.peaceagreements.org/view/2350,https://www.peaceagreements.org/viewmasterdocument/2350,https://www.peaceagreements.org/lview/2350,https://www.peaceagreements.org/lsearchadv?LocalSearchForm%5Bname%5D=&LocalSearchForm%5Bdate_after%5D=&LocalSearchForm%5Bdate_before%5D=&LocalSearchForm%5Bactor_mode%5D=any&LocalSearchForm%5Blink_nat_process_status%5D=all&LocalSearchForm%5Bmediator_status%5D=all&LocalSearchForm%5Bmediator_type_mode%5D=any&LocalSearchForm%5Blocale_name%5D=&LocalSearchForm%5Bcategory_mode%5D=any&LocalSearchForm%5Bagreement_text%5D=&LocalSearchForm%5Bpeace_process%5D%5B%5D=155&LocalSearchForm%5Bversion%5D=&s=Search+Database
2348,"Good neighborliness and Community Reconciliation Agreement between the Communities of Castors, Yakite, Sara, Yalowa, Camerounais Douala, and Sanga-Bibale",155,CAR: Local Processes,https://www.peaceagreements.org/view/2348,https://www.peaceagreements.org/viewmasterdocument/2348,https://www.peaceagreements.org/lview/2348,https://www.peaceagreements.org/lsearchadv?LocalSearchForm%5Bname%5D=&LocalSearchForm%5Bdate_after%5D=&LocalSearchForm%5Bdate_before%5D=&LocalSearchForm%5Bactor_mode%5D=any&LocalSearchForm%5Blink_nat_process_status%5D=all&LocalSearchForm%5Bmediator_status%5D=all&LocalSearchForm%5Bmediator_type_mode%5D=any&LocalSearchForm%5Blocale_name%5D=&LocalSearchForm%5Bcategory_mode%5D=any&LocalSearchForm%5Bagreement_text%5D=&LocalSearchForm%5Bpeace_process%5D%5B%5D=155&LocalSearchForm%5Bversion%5D=&s=Search+Database
2347,Gambo - Pombolo Peace and Reconciliation Agreement,155,CAR: Local Processes,https://www.peaceagreements.org/view/2347,https://www.peaceagreements.org/viewmasterdocument/2347,https://www.peaceagreements.org/lview/2347,https://www.peaceagreements.org/lsearchadv?LocalSearchForm%5Bname%5D=&LocalSearchForm%5Bdate_after%5D=&LocalSearchForm%5Bdate_before%5D=&LocalSearchForm%5Bactor_mode%5D=any&LocalSearchForm%5Blink_nat_process_status%5D=all&LocalSearchForm%5Bmediator_status%5D=all&LocalSearchForm%5Bmediator_type_mode%5D=any&LocalSearchForm%5Blocale_name%5D=&LocalSearchForm%5Bcategory_mode%5D=any&LocalSearchForm%5Bagreement_text%5D=&LocalSearchForm%5Bpeace_process%5D%5B%5D=155&LocalSearchForm%5Bversion%5D=&s=Search+Database
2194,Compte Rendu des Activities du Comite de Suivi de L'Accord de Paix a Bangassou,155,CAR: Local Processes,https://www.peaceagreements.org/view/2194,https://www.peaceagreements.org/viewmasterdocument/2194,https://www.peaceagreements.org/lview/2194,https://www.peaceagreements.org/lsearchadv?LocalSearchForm%5Bname%5D=&LocalSearchForm%5Bdate_after%5D=&LocalSearchForm%5Bdate_before%5D=&LocalSearchForm%5Bactor_mode%5D=any&LocalSearchForm%5Blink_nat_process_status%5D=all&LocalSearchForm%5Bmediator_status%5D=all&LocalSearchForm%5Bmediator_type_mode%5D=any&LocalSearchForm%5Blocale_name%5D=&LocalSearchForm%5Bcategory_mode%5D=any&LocalSearchForm%5Bagreement_text%5D=&LocalSearchForm%5Bpeace_process%5D%5B%5D=155&LocalSearchForm%5Bversion%5D=&s=Search+Database
2206,Proces verbal de gestion de conflit,155,CAR: Local Processes,https://www.peaceagreements.org/view/2206,https://www.peaceagreements.org/viewmasterdocument/2206,https://www.peaceagreements.org/lview/2206,https://www.peaceagreements.org/lsearchadv?LocalSearchForm%5Bname%5D=&LocalSearchForm%5Bdate_after%5D=&LocalSearchForm%5Bdate_before%5D=&LocalSearchForm%5Bactor_mode%5D=any&LocalSearchForm%5Blink_nat_process_status%5D=all&LocalSearchForm%5Bmediator_status%5D=all&LocalSearchForm%5Bmediator_type_mode%5D=any&LocalSearchForm%5Blocale_name%5D=&LocalSearchForm%5Bcategory_mode%5D=any&LocalSearchForm%5Bagreement_text%5D=&LocalSearchForm%5Bpeace_process%5D%5B%5D=155&LocalSearchForm%5Bversion%5D=&s=Search+Database
2191,Accord Entre Les Groupes Armes de Batangafo,155,CAR: Local Processes,https://www.peaceagreements.org/view/2191,https://www.peaceagreements.org/viewmasterdocument/2191,https://www.peaceagreements.org/lview/2191,https://www.peaceagreements.org/lsearchadv?LocalSearchForm%5Bname%5D=&LocalSearchForm%5Bdate_after%5D=&LocalSearchForm%5Bdate_before%5D=&LocalSearchForm%5Bactor_mode%5D=any&LocalSearchForm%5Blink_nat_process_status%5D=all&LocalSearchForm%5Bmediator_status%5D=all&LocalSearchForm%5Bmediator_type_mode%5D=any&LocalSearchForm%5Blocale_name%5D=&LocalSearchForm%5Bcategory_mode%5D=any&LocalSearchForm%5Bagreement_text%5D=&LocalSearchForm%5Bpeace_process%5D%5B%5D=155&LocalSearchForm%5Bversion%5D=&s=Search+Database
2346,Dimbi UPC AB Joint Memorandum,155,CAR: Local Processes,https://www.peaceagreements.org/view/2346,https://www.peaceagreements.org/viewmasterdocument/2346,https://www.peaceagreements.org/lview/2346,https://www.peaceagreements.org/lsearchadv?LocalSearchForm%5Bname%5D=&LocalSearchForm%5Bdate_after%5D=&LocalSearchForm%5Bdate_before%5D=&LocalSearchForm%5Bactor_mode%5D=any&LocalSearchForm%5Blink_nat_process_status%5D=all&LocalSearchForm%5Bmediator_status%5D=all&LocalSearchForm%5Bmediator_type_mode%5D=any&LocalSearchForm%5Blocale_name%5D=&LocalSearchForm%5Bcategory_mode%5D=any&LocalSearchForm%5Bagreement_text%5D=&LocalSearchForm%5Bpeace_process%5D%5B%5D=155&LocalSearchForm%5Bversion%5D=&s=Search+Database
2211,P'Comite de Suivi de la Accord de Paix et de Reconciliation Bangassou,155,CAR: Local Processes,https://www.peaceagreements.org/view/2211,https://www.peaceagreements.org/viewmasterdocument/2211,https://www.peaceagreements.org/lview/2211,https://www.peaceagreements.org/lsearchadv?LocalSearchForm%5Bname%5D=&LocalSearchForm%5Bdate_after%5D=&LocalSearchForm%5Bdate_before%5D=&LocalSearchForm%5Bactor_mode%5D=any&LocalSearchForm%5Blink_nat_process_status%5D=all&LocalSearchForm%5Bmediator_status%5D=all&LocalSearchForm%5Bmediator_type_mode%5D=any&LocalSearchForm%5Blocale_name%5D=&LocalSearchForm%5Bcategory_mode%5D=any&LocalSearchForm%5Bagreement_text%5D=&LocalSearchForm%5Bpeace_process%5D%5B%5D=155&LocalSearchForm%5Bversion%5D=&s=Search+Database
2205,La Declaration de Coordination des Groupes Armes RCP,155,CAR: Local Processes,https://www.peaceagreements.org/view/2205,https://www.peaceagreements.org/viewmasterdocument/2205,https://www.peaceagreements.org/lview/2205,https://www.peaceagreements.org/lsearchadv?LocalSearchForm%5Bname%5D=&LocalSearchForm%5Bdate_after%5D=&LocalSearchForm%5Bdate_before%5D=&LocalSearchForm%5Bactor_mode%5D=any&LocalSearchForm%5Blink_nat_process_status%5D=all&LocalSearchForm%5Bmediator_status%5D=all&LocalSearchForm%5Bmediator_type_mode%5D=any&LocalSearchForm%5Blocale_name%5D=&LocalSearchForm%5Bcategory_mode%5D=any&LocalSearchForm%5Bagreement_text%5D=&LocalSearchForm%5Bpeace_process%5D%5B%5D=155&LocalSearchForm%5Bversion%5D=&s=Search+Database
2203,Gambo,155,CAR: Local Processes,https://www.peaceagreements.org/view/2203,https://www.peaceagreements.org/viewmasterdocument/2203,https://www.peaceagreements.org/lview/2203,https://www.peaceagreements.org/lsearchadv?LocalSearchForm%5Bname%5D=&LocalSearchForm%5Bdate_after%5D=&LocalSearchForm%5Bdate_before%5D=&LocalSearchForm%5Bactor_mode%5D=any&LocalSearchForm%5Blink_nat_process_status%5D=all&LocalSearchForm%5Bmediator_status%5D=all&LocalSearchForm%5Bmediator_type_mode%5D=any&LocalSearchForm%5Blocale_name%5D=&LocalSearchForm%5Bcategory_mode%5D=any&LocalSearchForm%5Bagreement_text%5D=&LocalSearchForm%5Bpeace_process%5D%5B%5D=155&LocalSearchForm%5Bversion%5D=&s=Search+Database
2202,Pombolo,155,CAR: Local Processes,https://www.peaceagreements.org/view/2202,https://www.peaceagreements.org/viewmasterdocument/2202,https://www.peaceagreements.org/lview/2202,https://www.peaceagreements.org/lsearchadv?LocalSearchForm%5Bname%5D=&LocalSearchForm%5Bdate_after%5D=&LocalSearchForm%5Bdate_before%5D=&LocalSearchForm%5Bactor_mode%5D=any&LocalSearchForm%5Blink_nat_process_status%5D=all&LocalSearchForm%5Bmediator_status%5D=all&LocalSearchForm%5Bmediator_type_mode%5D=any&LocalSearchForm%5Blocale_name%5D=&LocalSearchForm%5Bcategory_mode%5D=any&LocalSearchForm%5Bagreement_text%5D=&LocalSearchForm%5Bpeace_process%5D%5B%5D=155&LocalSearchForm%5Bversion%5D=&s=Search+Database
2199,Accord de la Paix Locale,155,CAR: Local Processes,https://www.peaceagreements.org/view/2199,https://www.peaceagreements.org/viewmasterdocument/2199,https://www.peaceagreements.org/lview/2199,https://www.peaceagreements.org/lsearchadv?LocalSearchForm%5Bname%5D=&LocalSearchForm%5Bdate_after%5D=&LocalSearchForm%5Bdate_before%5D=&LocalSearchForm%5Bactor_mode%5D=any&LocalSearchForm%5Blink_nat_process_status%5D=all&LocalSearchForm%5Bmediator_status%5D=all&LocalSearchForm%5Bmediator_type_mode%5D=any&LocalSearchForm%5Blocale_name%5D=&LocalSearchForm%5Bcategory_mode%5D=any&LocalSearchForm%5Bagreement_text%5D=&LocalSearchForm%5Bpeace_process%5D%5B%5D=155&LocalSearchForm%5Bversion%5D=&s=Search+Database
2382,Accord des Retour Voluntaire des DPIs des Koui,155,CAR: Local Processes,https://www.peaceagreements.org/view/2382,https://www.peaceagreements.org/viewmasterdocument/2382,https://www.peaceagreements.org/lview/2382,https://www.peaceagreements.org/lsearchadv?LocalSearchForm%5Bname%5D=&LocalSearchForm%5Bdate_after%5D=&LocalSearchForm%5Bdate_before%5D=&LocalSearchForm%5Bactor_mode%5D=any&LocalSearchForm%5Blink_nat_process_status%5D=all&LocalSearchForm%5Bmediator_status%5D=all&LocalSearchForm%5Bmediator_type_mode%5D=any&LocalSearchForm%5Blocale_name%5D=&LocalSearchForm%5Bcategory_mode%5D=any&LocalSearchForm%5Bagreement_text%5D=&LocalSearchForm%5Bpeace_process%5D%5B%5D=155&LocalSearchForm%5Bversion%5D=&s=Search+Database
